activity,activityID,userID,"rating (hi = 50, low = 10)",,,unique users,# of ratings per user,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,michelyn318,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,miatagirl67,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,MeM543,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,MelissaW952,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,MelB776,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Mehylander,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,MDKiwi,10,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,mcflybackntime,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,MCB110611,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,MaudraS,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,MatthewASharp,10,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,masstester,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,MasParkMom,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,maryf804,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,markrJ4553FO,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,markdY2677VN,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Mark_Dornoch,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,MariaNogilova,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Marcyinalaska,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Maraway2013,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,marann7,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Malc6262,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,MALAYAPPAN,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,MaddyLibby,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,mad155,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,LV_Lee,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,ltcky,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,LSUTraveller,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,LPNEtraveler,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,LoveToGo629,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,LOuLOu0204,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,LollysLook,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,LolaGo1,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,LoganT1987,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,loganham8,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Lmira20,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,lmardo,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Live_your_experience,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,lifeisgoodatthelake,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,liamkelly254,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,lezleyh2018,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Levannah,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,leantha,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Lanamamaomaha,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,LA1256,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,kyrg01,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Kolasa03148,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,kogabino,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,klkh2002,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Kiwiintheus,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Kinder_Teacher_2017,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,kimpL8562QG,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Kimber78,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,KGB777,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,kevc56,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,KeTeKaHa,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,KenN894,10,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,kenb862,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,KelnarUrsa,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,KCS1958,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,KBJ278,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,KBJ278,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,KazSydAustralia,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,KarumbaSantaFe,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,karavans,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Jydeoo,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,jujubee2180,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,judithv149,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,jsO3887TX,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,JSfromDC,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,jrobgard,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,JoyShurjo,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Jojonana1,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,johntG2615OA,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,johnsD3829GP,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,JohnN_Dublin,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,johnandmichele2015,10,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,joesT4352LT,10,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,JoeNathan9249,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,JoelK382,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,JNFII,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,jmphotoblog,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,JKJaster,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,jfml1961,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,jesselodge,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,jess290718,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,jeneeo,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,jedrus7,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,JayneH718,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,jaxkapp,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,jaxbear,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Jax_Gal6,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,JasonW323,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,jasminer52,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,jaseaton,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Janai1371,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,james628,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,izosaferanil,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,IVistedThisPlace,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,iroamaround67801,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Irishdoc1,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,interceptpubs,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,I5801DXlindaw,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,huskerrn,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,HunkyJoe,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,hollyp281,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,HOCKPOOH,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,hockeymom95,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,hnyctfam,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,hja21,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,HikingTom,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,hfitzger,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,herrityandy,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Hawks2theSuperBowl,10,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Hawaiiantraveler66,10,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,hatlad,10,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,harrye100,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,happytraveler41706,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Hannie1976,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Haikulei07,10,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Gunksman,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Greyvanman,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Greg-SuzanneD,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Gracie72,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,gostartraveler,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Goophygirl,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Gooner10-8,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,godzilla313,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Godsgloriousworld,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,GingerWoof69,10,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Gerfman32,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,geralynp_13,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,gatecrasher,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Garden3,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Gaberial82,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,G9460MUjamieh,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,G8446QAkellyd,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,G7308EYmichellew,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,G3743BSdaniela,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,G3743BSdaniela,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,FunOnly,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Fun1313,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,fredyt3,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,fractioned,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,foodrover,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,foodiebobs,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,fmshuback,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Excursion40425379287,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,EWNL,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,etweeden,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,etechtravel,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,ESW_TT,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,esopus35,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,ErinMontgomery,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,EranO_12,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,er60031,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Ellsass,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,elizabethbT5694MZ,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,eileen380,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,EdwardRivera65,10,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,eddiec937,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,ebo123,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Ebazinam,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,dyna47,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,dvkremk,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,durham05,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,DurfeeXC,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,dskid,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,DRLaskeyTrips,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,drj999999,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,DrBeenThere,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Doodlebugs2001,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Dodge1616,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,DMSims,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,DLM212,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,DisneyLover135,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Discover543428,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Dirtweasel,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,digitalroc,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,deltahero,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,deebug2470,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,deebug2470,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,DebW536,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Deb022,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,DearDona,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,DCRoemer,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Dbourg1975,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,dawnies93,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,davidP3350TQ,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,davidnZ5923EF,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,DavidB6507,10,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Dave_in_Reno,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,darrensD4042QH,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,DarkRoads,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,danielcE5289IE,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,CWoods240,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,CupcakeV,10,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,CruisinNana2015,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,CrillionDreams,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,cptraveler858,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,cpfc1984,10,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,coxgregg1987,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,CompJax,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,chuckie_css,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,chrisV9772TA,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,christmas152,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,christinae952,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,chrisd19380,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Chouette222,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,cholz87780,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,chipsbc,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Chinapjs,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,charlotteh600,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,charlesvincenta,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,cgormansage,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,CaverQ,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Catherine4290,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,CaseyJones6325,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,CarolccCNA,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,carlac756,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,CaptTrouble,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,CaptPete43,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,CaptainRon2014,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,cameronk286,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Byrdie1950,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Buzzbomb13,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,buffalojim67,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,bsandrs,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,brwerner,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,BrummieWelsh,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,brucea915,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Brittany_11_10,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Brimsmith,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Brellie,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Brellie,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Brellie,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,BrandonK850,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,BradJill,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,BoulderTravelMom,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Bottomshelfhockey,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,BostonGoose,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,BobbySmith418,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Bob746,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Bob19512014,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,blessed7_10,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,billyb764,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,BillY540,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,BillT348,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Bigpine33043,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Bettysphone,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Betty193r,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,BethCentennial,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,BertramS267,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Bentaylornz,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,BeeYou44,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,BeeGee45,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,bcg215,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,BBCP1962,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Baybug2012,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,bassjwp,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,barymad,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,barcb,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,BarbieB61,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,B4712BBtimg,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,azsewqwik,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,AvonIN,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Average_jay,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Avakelly,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,ashre28,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Ashkan-Ashkan,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,ARodriguezP,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Aquazoo,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,aorton,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,andrewsC7868UF,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,AndrewM5446,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,andreis993,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Ammarie36,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,americanpatriot73,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,alocalSummervilleSC,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Alfie193,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Alexx52,30,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,alexanderp982,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,Alan29650,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,ajdiaz1,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,AdeleH65,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,adam_nwuk,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,99Bigbird,10,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,98allied,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,987clarkej,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,984markg,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,970candyk,10,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,962rayd,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,944giorgiog,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,91ws,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,90edwardd,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,901rickb,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,896amandag,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,888ar1,40,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,886alang,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,879marthas,20,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,84nicholasb,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,831jam,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,829jennac,50,,,,,,
Washington Metropolitan Area Transit Authority (Metro),g28970-d8481891,829danielz,20,,,,,,
